MSISDN;GA_DATE;ID_DSF;STATUS;VALID_FLAG;REMARKS;;;
6285711923059;20260228;17774212;4G Device;1;REGISTERED;;;
6285711923062;20260228;17774212;4G Device;1;REGISTERED;;;
6285711923070;20260228;17703691;4G Device;1;REGISTERED;;;
6285711923272;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711923282;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711923290;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711923521;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711923523;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711923525;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711923527;20260228;TFBPJB03;4G Device;1;REGISTERED;;;
6285711923529;20260228;TFBPJB03;4G Device;1;REGISTERED;;;
6285711923531;20260228;17693025;4G Device;1;REGISTERED;;;
6285711923536;20260228;TFBPJB03;4G Device;1;REGISTERED;;;
6285711923537;20260228;TFBPJB03;4G Device;1;REGISTERED;;;
6285711923541;20260228;17693025;4G Device;1;REGISTERED;;;
6285711923547;20260228;17693025;4G Device;1;REGISTERED;;;
6285711923680;20260228;17283614;4G Device;1;REGISTERED;;;
6285711923691;20260228;17283614;4G Device;1;REGISTERED;;;
6285711923708;20260228;17283614;4G Device;1;REGISTERED;;;
6285711924044;20260228;17741826;4G Device;1;REGISTERED;;;
6285711924062;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711924093;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711924099;20260228;17741826;4G Device;1;REGISTERED;;;
6285711924712;20260228;SFMKSINNER17;4G Device;1;REGISTERED;;;
6285711924914;20260228;17448080;4G Device;1;REGISTERED;;;
6285711924915;20260228;17448080;4G Device;1;REGISTERED;;;
6285711924926;20260228;17448080;4G Device;1;REGISTERED;;;
6285711924931;20260228;17448080;4G Device;1;REGISTERED;;;
6285711924940;20260228;17448080;4G Device;1;REGISTERED;;;
6285711925098;20260228;17359430;4G Device;1;REGISTERED;;;
6285711925321;20260228;658392;4G Device;1;REGISTERED;;;
6285711925325;20260228;500610;4G Device;1;REGISTERED;;;
6285711925540;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711925723;20260228;658392;4G Device;1;REGISTERED;;;
6285711925733;20260228;500610;4G Device;1;REGISTERED;;;
6285711925746;20260228;500610;4G Device;1;REGISTERED;;;
6285711925752;20260228;17688764;4G Device;1;REGISTERED;;;
6285711925758;20260228;17646079;4G Device;1;REGISTERED;;;
6285711925765;20260228;17646079;4G Device;1;REGISTERED;;;
6285711925766;20260228;17646079;4G Device;1;REGISTERED;;;
6285711925767;20260228;17688764;4G Device;1;REGISTERED;;;
6285711925992;20260228;17762302;4G Device;1;REGISTERED;;;
6285711926008;20260228;17752471;4G Device;1;REGISTERED;;;
6285711926012;20260228;17762270;4G Device;1;REGISTERED;;;
6285711926160;20260228;17628049;4G Device;1;REGISTERED;;;
6285711926165;20260228;SFMKSINNER03;4G Device;1;REGISTERED;;;
6285711926167;20260228;17563875;4G Device;1;REGISTERED;;;
6285711926218;20260228;17642982;4G Device;1;REGISTERED;;;
6285711926253;20260228;17642982;4G Device;1;REGISTERED;;;
6285711927353;20260228;17597733;4G Device;1;REGISTERED;;;
6285711929266;20260228;679207;4G Device;1;REGISTERED;;;
6285711929516;20260228;17725202;4G Device;1;REGISTERED;;;
6285711929523;20260228;17725202;4G Device;1;REGISTERED;;;
6285711934616;20260228;17597733;4G Device;1;REGISTERED;;;
6285711934621;20260228;17597733;4G Device;1;REGISTERED;;;
6285711934727;20260228;17597733;4G Device;1;REGISTERED;;;
6285711934746;20260228;17597733;4G Device;1;REGISTERED;;;
6285711935210;20260228;17653894;4G Device;1;REGISTERED;;;
6285711935856;20260228;17733767;4G Device;1;REGISTERED;;;
6285711936256;20260228;17597733;4G Device;1;REGISTERED;;;
6285711936534;20260228;17809795;4G Device;1;REGISTERED;;;
6285711938039;20260228;1538128;4G Device;1;REGISTERED;;;
6285711939926;20260228;17626185;4G Device;1;REGISTERED;;;
6285711940426;20260228;17596424;4G Device;1;REGISTERED;;;
6285711941646;20260228;17551491;4G Device;1;REGISTERED;;;
6285711941648;20260228;17551491;4G Device;1;REGISTERED;;;
6285711941781;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711941988;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711942005;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711943624;20260228;776525;5G Device;5;REGISTERED;;;
6285711943625;20260228;776525;5G Device;5;REGISTERED;;;
6285711943632;20260228;17028023;5G Device;5;REGISTERED;;;
6285711943635;20260228;TFBPJB03;5G Device;5;REGISTERED;;;
6285711944056;20260228;SFPAREPARE63;5G Device;5;REGISTERED;;;
6285711944057;20260228;SFPAREPARE63;5G Device;5;REGISTERED;;;
6285711944059;20260228;SFPAREPARE63;5G Device;5;REGISTERED;;;
6285711944061;20260228;SFPAREPARE63;5G Device;5;REGISTERED;;;
6285711944382;20260228;0;5G Device;5;NOT REGISTERED;;;
6285711944640;20260228;SFPAREPARE63;5G Device;5;REGISTERED;;;
6285711944654;20260228;SFPAREPARE63;5G Device;5;REGISTERED;;;
6285711944656;20260228;SFPAREPARE63;5G Device;5;REGISTERED;;;
6285711944878;20260228;SFPAREPARE67;5G Device;5;REGISTERED;;;
6285711944958;20260228;17742169;5G Device;5;REGISTERED;;;
6285711944962;20260228;17742169;5G Device;5;REGISTERED;;;
6285711944971;20260228;17742169;5G Device;5;REGISTERED;;;
6285711945990;20260228;1460097;4G Device;1;REGISTERED;;;
6285711946100;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711946101;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711946470;20260228;17770074;4G Device;1;REGISTERED;;;
6285711946475;20260228;17770074;4G Device;1;REGISTERED;;;
6285711946561;20260228;17570226;4G Device;1;REGISTERED;;;
6285711946940;20260228;1460097;4G Device;1;REGISTERED;;;
6285711947031;20260228;17388140;4G Device;1;REGISTERED;;;
6285711947804;20260228;17168056;4G Device;1;REGISTERED;;;
6285711947809;20260228;17168056;4G Device;1;REGISTERED;;;
6285711947822;20260228;17670697;4G Device;1;REGISTERED;;;
6285711947867;20260228;17168056;4G Device;1;REGISTERED;;;
6285711947868;20260228;17168056;4G Device;1;REGISTERED;;;
6285711948260;20260228;17810402;4G Device;1;REGISTERED;;;
6285711948302;20260228;SFACEHLSW13;4G Device;1;REGISTERED;;;
6285711948306;20260228;SFACEHLSW13;4G Device;1;REGISTERED;;;
6285711948311;20260228;TFSMACEH3;4G Device;1;REGISTERED;;;
6285711948313;20260228;TFSMACEH3;4G Device;1;REGISTERED;;;
6285711948314;20260228;TFSMACEH3;4G Device;1;REGISTERED;;;
6285711948318;20260228;TFSMACEH3;4G Device;1;REGISTERED;;;
6285711948320;20260228;TFSMACEH3;4G Device;1;REGISTERED;;;
6285711948364;20260228;SFACEHBDA15;4G Device;1;REGISTERED;;;
6285711948369;20260228;SFACEHBDA15;4G Device;1;REGISTERED;;;
6285711948463;20260228;17627023;4G Device;1;REGISTERED;;;
6285711948464;20260228;17627023;4G Device;1;REGISTERED;;;
6285711948466;20260228;17627023;4G Device;1;REGISTERED;;;
6285711948706;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711948707;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711948708;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711948709;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711948710;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711948711;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711948713;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711948714;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711948715;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711949041;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711949046;20260228;1446147;4G Device;1;REGISTERED;;;
6285711949047;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711949049;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711949050;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711949250;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711949287;20260228;SFDURIDUMAI001;4G Device;1;REGISTERED;;;
6285711949289;20260228;SFDUMAI02;4G Device;1;REGISTERED;;;
6285711949346;20260228;0;4G Device;1;NOT REGISTERED;;;
6285711949351;20260228;1289461;4G Device;1;REGISTERED;;;
6285711949778;20260228;17679982;4G Device;1;REGISTERED;;;
6285711949795;20260228;17688612;4G Device;1;REGISTERED;;;
6285711950492;20260228;17140758;4G Device;1;REGISTERED;;;
6285711950494;20260228;17689087;4G Device;1;REGISTERED;;;
6285711950499;20260228;1544458;4G Device;1;REGISTERED;;;
6285711950503;20260228;17690642;4G Device;1;REGISTERED;;;
6285711950508;20260228;17214292;4G Device;1;REGISTERED;;;
6285711950604;20260228;17643387;4G Device;1;REGISTERED;;;
6285711950796;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711950798;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711950801;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711950803;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711950804;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711950812;20260228;SFMEDAN27;4G Device;1;REGISTERED;;;
6285711950813;20260228;SFMEDAN27;4G Device;1;REGISTERED;;;
6285711950816;20260228;SFMEDAN27;4G Device;1;REGISTERED;;;
6285711950817;20260228;SFMEDAN27;4G Device;1;REGISTERED;;;
6285711950828;20260228;SFMEDAN27;4G Device;1;REGISTERED;;;
6285711950902;20260228;SFMEDAN24;4G Device;1;REGISTERED;;;
6285711950910;20260228;SFMEDAN24;4G Device;1;REGISTERED;;;
6285711950913;20260228;SFMEDAN24;4G Device;1;REGISTERED;;;
6285711950916;20260228;SFMEDAN24;4G Device;1;REGISTERED;;;
6285711950918;20260228;SFMEDAN24;4G Device;1;REGISTERED;;;
6285711950922;20260228;SFTEBKIS18;4G Device;1;REGISTERED;;;
6285711950925;20260228;SFTEBKIS18;4G Device;1;REGISTERED;;;
6285711950926;20260228;SFTEBKIS18;4G Device;1;REGISTERED;;;
6285711950934;20260228;SFTEBKIS18;4G Device;1;REGISTERED;;;
6285711950941;20260228;SFTEBKIS18;4G Device;1;REGISTERED;;;
6285711950944;20260228;SFMEDAN79;4G Device;1;REGISTERED;;;
6285711950948;20260228;SFMEDAN79;4G Device;1;REGISTERED;;;
6285711950953;20260228;SFMEDAN79;4G Device;1;REGISTERED;;;
6285711950964;20260228;SFMEDAN79;4G Device;1;REGISTERED;;;
6285711950981;20260228;SFMEDAN79;4G Device;1;REGISTERED;;;
6285711951067;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951068;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951076;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951084;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951097;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951173;20260228;SFPAKAM17;4G Device;1;REGISTERED;;;
6285711951185;20260228;SFMEDAN45;4G Device;1;REGISTERED;;;
6285711951186;20260228;SFMEDAN45;4G Device;1;REGISTERED;;;
6285711951187;20260228;SFMEDAN45;4G Device;1;REGISTERED;;;
6285711951189;20260228;SFMEDAN45;4G Device;1;REGISTERED;;;
6285711951191;20260228;SFMEDAN45;4G Device;1;REGISTERED;;;
6285711951211;20260228;SFMEDAN24;4G Device;1;REGISTERED;;;
6285711951213;20260228;SFMEDAN24;4G Device;1;REGISTERED;;;
6285711951216;20260228;SFMEDAN24;4G Device;1;REGISTERED;;;
6285711951219;20260228;SFMEDAN24;4G Device;1;REGISTERED;;;
6285711951220;20260228;SFMEDAN24;4G Device;1;REGISTERED;;;
6285711951223;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951224;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951225;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951232;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951237;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951259;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951270;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951274;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951283;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951288;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951289;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951294;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951305;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951314;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951317;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951348;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711951360;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711951364;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711951365;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711951366;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711951369;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951370;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951371;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951372;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951373;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951396;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951397;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951398;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951399;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951401;20260228;DSFBINJAI03;4G Device;1;REGISTERED;;;
6285711951402;20260228;SFMEDAN50;4G Device;1;REGISTERED;;;
6285711951403;20260228;SFMEDAN50;4G Device;1;REGISTERED;;;
6285711951405;20260228;SFMEDAN50;4G Device;1;REGISTERED;;;
6285711951408;20260228;SFMEDAN50;4G Device;1;REGISTERED;;;
6285711951410;20260228;SFMEDAN50;4G Device;1;REGISTERED;;;
6285711951411;20260228;SFPAKAM17;4G Device;1;REGISTERED;;;
6285711951415;20260228;SFPAKAM17;4G Device;1;REGISTERED;;;
6285711951416;20260228;SFMEDAN79;4G Device;1;REGISTERED;;;
6285711951419;20260228;SFMEDAN79;4G Device;1;REGISTERED;;;
6285711951420;20260228;SFMEDAN79;4G Device;1;REGISTERED;;;
6285711951454;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951455;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951458;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951460;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951461;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951506;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951507;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951508;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951509;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951510;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951596;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951597;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951599;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951600;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951602;20260228;SFMEDAN04;4G Device;1;REGISTERED;;;
6285711951649;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711951650;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711951652;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711951653;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711951654;20260228;SFMEDAN33;4G Device;1;REGISTERED;;;
6285711951691;20260228;SFSDP44;4G Device;1;REGISTERED;;;
6285711951693;20260228;SFSDP44;4G Device;1;REGISTERED;;;
6285711951694;20260228;SFSDP55;4G Device;1;REGISTERED;;;
6285711951695;20260228;SFSDP55;4G Device;1;REGISTERED;;;
6285711951697;20260228;SFSIANTAR03;4G Device;1;REGISTERED;;;
6285711951716;20260228;SFTBI05;4G Device;1;REGISTERED;;;
6285711951718;20260228;SFTBI05;4G Device;1;REGISTERED;;;
6285711951720;20260228;SFTBI05;4G Device;1;REGISTERED;;;
6285711951721;20260228;SFTBI05;4G Device;1;REGISTERED;;;
6285711951722;20260228;SFTBI05;4G Device;1;REGISTERED;;;
6285711951732;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951733;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951734;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951736;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951737;20260228;SFMEDAN35;4G Device;1;REGISTERED;;;
6285711951745;20260228;SFMEDAN27;4G Device;1;REGISTERED;;;
6285711951746;20260228;SFMEDAN27;4G Device;1;REGISTERED;;;
6285711951748;20260228;SFMEDAN27;4G Device;1;REGISTERED;;;
6285711951749;20260228;SFMEDAN27;4G Device;1;REGISTERED;;;
6285711951750;20260228;SFMEDAN27;4G Device;1;REGISTERED;;;
6285711951763;20260228;SFMEDAN24;4G Device;1;REGISTERED;;;
