MSISDN;GA_DATE;ID_DSF;DEVICE;VALID_FLAG;REMARKS;
6285871045351;20260618;0;4G;1;NOT REGISTERED;
6285881200689;20260624;0;4G;1;NOT REGISTERED;
6285881209686;20260619;0;4G;1;NOT REGISTERED;
6285881213721;20260602;0;4G;1;NOT REGISTERED;
6285881213788;20260602;0;4G;1;NOT REGISTERED;
6285881213899;20260602;0;4G;1;NOT REGISTERED;
6285881215624;20260602;0;4G;1;NOT REGISTERED;
6285881216625;20260602;0;4G;1;NOT REGISTERED;
6285881217394;20260602;0;4G;1;NOT REGISTERED;
6285881219917;20260602;0;4G;1;NOT REGISTERED;
6285881220540;20260602;0;4G;1;NOT REGISTERED;
6285881220545;20260602;0;4G;1;NOT REGISTERED;
6285881220562;20260602;0;4G;1;NOT REGISTERED;
6285881221059;20260602;0;4G;1;NOT REGISTERED;
6285881223136;20260604;0;4G;1;NOT REGISTERED;
6285881223386;20260604;0;4G;1;NOT REGISTERED;
6285881223508;20260602;0;4G;1;NOT REGISTERED;
6285881223579;20260602;0;4G;1;NOT REGISTERED;
6285881223651;20260602;0;4G;1;NOT REGISTERED;
6285881224403;20260602;0;4G;1;NOT REGISTERED;
6285881224480;20260602;0;4G;1;NOT REGISTERED;
6285881224540;20260602;0;4G;1;NOT REGISTERED;
6285881229616;20260602;0;4G;1;NOT REGISTERED;
6285881231650;20260604;0;4G;1;NOT REGISTERED;
6285881238949;20260602;0;4G;1;NOT REGISTERED;
6285881239029;20260602;0;4G;1;NOT REGISTERED;
6285881239570;20260602;0;4G;1;NOT REGISTERED;
6285881239598;20260602;0;4G;1;NOT REGISTERED;
6285881239605;20260602;0;4G;1;NOT REGISTERED;
6285881239798;20260602;0;4G;1;NOT REGISTERED;
6285881240868;20260602;0;4G;1;NOT REGISTERED;
6285881241056;20260602;0;4G;1;NOT REGISTERED;
6285881241282;20260602;0;4G;1;NOT REGISTERED;
6285881241402;20260604;0;4G;1;NOT REGISTERED;
6285881241465;20260623;0;4G;1;NOT REGISTERED;
6285881241835;20260604;0;4G;1;NOT REGISTERED;
6285881241856;20260604;0;4G;1;NOT REGISTERED;
6285881242012;20260604;0;4G;1;NOT REGISTERED;
6285881242065;20260604;0;4G;1;NOT REGISTERED;
6285881242136;20260604;0;4G;1;NOT REGISTERED;
6285881242172;20260604;0;4G;1;NOT REGISTERED;
6285881257831;20260602;0;4G;1;NOT REGISTERED;
6285881268691;20260623;0;4G;1;NOT REGISTERED;
6285881268754;20260623;0;4G;1;NOT REGISTERED;
6285881269163;20260623;0;4G;1;NOT REGISTERED;
6285881269179;20260623;0;4G;1;NOT REGISTERED;
6285881269322;20260623;0;4G;1;NOT REGISTERED;
6285881269460;20260623;0;4G;1;NOT REGISTERED;
6285881269502;20260623;0;4G;1;NOT REGISTERED;
6285881269615;20260623;0;4G;1;NOT REGISTERED;
6285881269636;20260623;0;4G;1;NOT REGISTERED;
6285881270549;20260624;0;4G;1;NOT REGISTERED;
6285881270558;20260603;0;4G;1;NOT REGISTERED;
6285882719812;20260612;635584;4G;1;REGISTERED;
6285882720780;20260614;462507;4G;1;REGISTERED;
6285882720926;20260612;17139377;4G;1;REGISTERED;
6285882721426;20260612;17755181;4G;1;REGISTERED;
6285882721730;20260612;0;4G;1;NOT REGISTERED;
6285882724808;20260624;0;4G;1;NOT REGISTERED;
6285882726117;20260623;17446045;4G;1;REGISTERED;
6285882728053;20260624;0;4G;1;NOT REGISTERED;
6285882731346;20260623;0;4G;1;NOT REGISTERED;
6285882731380;20260623;0;4G;1;NOT REGISTERED;
6285882731491;20260624;0;4G;1;NOT REGISTERED;
6285882731496;20260624;0;4G;1;NOT REGISTERED;
6285882732535;20260624;0;4G;1;NOT REGISTERED;
6285882732538;20260624;0;4G;1;NOT REGISTERED;
6285882732543;20260624;0;4G;1;NOT REGISTERED;
6285882734418;20260623;17750171;4G;1;REGISTERED;
6285882734938;20260619;TFBPJB03;4G;1;REGISTERED;
6285882734989;20260624;0;4G;1;NOT REGISTERED;
6285882734990;20260624;0;4G;1;NOT REGISTERED;
6285882734992;20260624;0;4G;1;NOT REGISTERED;
6285882735305;20260620;TFKSSFKENDARI21;4G;1;REGISTERED;
6285882735964;20260603;0;4G;1;NOT REGISTERED;
6285882739554;20260604;17810175;4G;1;REGISTERED;
6285882741432;20260619;17451707;4G;1;REGISTERED;
6285882741463;20260622;17245039;4G;1;REGISTERED;
6285882744135;20260619;1344259;4G;1;REGISTERED;
6285882744762;20260622;0;4G;1;NOT REGISTERED;
6285882744893;20260624;0;4G;1;NOT REGISTERED;
6285882745078;20260610;1512202;4G;1;REGISTERED;
6285882745632;20260624;0;4G;1;NOT REGISTERED;
6285882746300;20260624;0;4G;1;NOT REGISTERED;
6285882748070;20260624;0;4G;1;NOT REGISTERED;
6285882754942;20260619;17148336;4G;1;REGISTERED;
6285882756195;20260618;0;4G;1;NOT REGISTERED;
6285882756196;20260618;0;4G;1;NOT REGISTERED;
6285882757018;20260624;0;4G;1;NOT REGISTERED;
6285882757019;20260624;0;4G;1;NOT REGISTERED;
6285882757022;20260624;0;4G;1;NOT REGISTERED;
6285882759107;20260621;DSFGRAHA14;4G;1;REGISTERED;
6285882759421;20260620;1561551;4G;1;REGISTERED;
6285882759917;20260621;DSFGRAHA14;4G;1;REGISTERED;
6285882760117;20260624;0;4G;1;NOT REGISTERED;
6285882760120;20260624;0;4G;1;NOT REGISTERED;
6285882760121;20260624;0;4G;1;NOT REGISTERED;
6285882760156;20260624;0;4G;1;NOT REGISTERED;
6285882760157;20260624;0;4G;1;NOT REGISTERED;
6285882760192;20260624;0;4G;1;NOT REGISTERED;
6285882760194;20260624;0;4G;1;NOT REGISTERED;
6285882760195;20260624;0;4G;1;NOT REGISTERED;
6285882760698;20260613;DSFGOWA17;4G;1;REGISTERED;
6285882766499;20260624;0;4G;1;NOT REGISTERED;
6285882766500;20260624;0;4G;1;NOT REGISTERED;
6285882766501;20260624;0;4G;1;NOT REGISTERED;
6285882766872;20260622;17830426;4G;1;REGISTERED;
6285882767025;20260624;0;4G;1;NOT REGISTERED;
6285882767918;20260623;615398;4G;1;REGISTERED;
6285882768255;20260615;17730071;4G;1;REGISTERED;
6285882768390;20260624;0;4G;1;NOT REGISTERED;
6285882768829;20260624;0;4G;1;NOT REGISTERED;
6285882768841;20260622;1351224;4G;1;REGISTERED;
6285882768900;20260624;0;4G;1;NOT REGISTERED;
6285882771294;20260623;0;4G;1;NOT REGISTERED;
6285882771296;20260624;0;4G;1;NOT REGISTERED;
6285882772083;20260618;0;4G;1;NOT REGISTERED;
6285882772188;20260618;0;4G;1;NOT REGISTERED;
6285882772494;20260621;17825059;4G;1;REGISTERED;
6285882772816;20260621;BABELSF15;4G;1;REGISTERED;
6285882773442;20260624;0;4G;1;NOT REGISTERED;
6285882773879;20260624;0;4G;1;NOT REGISTERED;
6285882774206;20260623;17150463;4G;1;REGISTERED;
6285882774228;20260624;0;4G;1;NOT REGISTERED;
6285882774792;20260612;17721931;4G;1;REGISTERED;
6285882775530;20260611;0;4G;1;NOT REGISTERED;
62895613203190;20260624;0;4G;1;NOT REGISTERED;
62895613203191;20260624;0;4G;1;NOT REGISTERED;
62895613203696;20260624;0;4G;1;NOT REGISTERED;
62895613203701;20260624;0;4G;1;NOT REGISTERED;
62895613204982;20260624;0;4G;1;NOT REGISTERED;
62895613204983;20260624;0;4G;1;NOT REGISTERED;
62895613208464;20260624;0;4G;1;NOT REGISTERED;
62895613220549;20260624;0;4G;1;NOT REGISTERED;
62895613222592;20260624;0;4G;1;NOT REGISTERED;
62895613222760;20260624;0;4G;1;NOT REGISTERED;
62895613222851;20260624;0;4G;1;NOT REGISTERED;
62895613222925;20260624;0;4G;1;NOT REGISTERED;
62895613224472;20260624;0;4G;1;NOT REGISTERED;
62895613228795;20260624;0;4G;1;NOT REGISTERED;
62895613228796;20260624;0;4G;1;NOT REGISTERED;
62895613228797;20260624;0;4G;1;NOT REGISTERED;
62895613228798;20260624;0;4G;1;NOT REGISTERED;
62895613228799;20260624;0;4G;1;NOT REGISTERED;
62895613228948;20260624;0;4G;1;NOT REGISTERED;
62895613228952;20260624;0;4G;1;NOT REGISTERED;
62895613228953;20260624;0;4G;1;NOT REGISTERED;
62895613229551;20260624;0;4G;1;NOT REGISTERED;
62895613229582;20260624;0;4G;1;NOT REGISTERED;
62895613229583;20260624;0;4G;1;NOT REGISTERED;
62895613229584;20260624;0;4G;1;NOT REGISTERED;
62895613229637;20260624;0;4G;1;NOT REGISTERED;
62895613229740;20260624;0;4G;1;NOT REGISTERED;
62895613229741;20260624;0;4G;1;NOT REGISTERED;
62895613229742;20260624;0;4G;1;NOT REGISTERED;
62895613229743;20260624;0;4G;1;NOT REGISTERED;
62895613229744;20260624;0;4G;1;NOT REGISTERED;
62895613229813;20260624;0;4G;1;NOT REGISTERED;
62895613229814;20260624;0;4G;1;NOT REGISTERED;
62895613229815;20260624;0;4G;1;NOT REGISTERED;
62895613229816;20260624;0;4G;1;NOT REGISTERED;
62895613229817;20260624;0;4G;1;NOT REGISTERED;
62895613229825;20260624;0;4G;1;NOT REGISTERED;
62895613229827;20260624;0;4G;1;NOT REGISTERED;
62895613229831;20260624;0;4G;1;NOT REGISTERED;
62895613229843;20260624;0;4G;1;NOT REGISTERED;
62895613229844;20260624;0;4G;1;NOT REGISTERED;
62895613229845;20260624;0;4G;1;NOT REGISTERED;
62895613229846;20260624;0;4G;1;NOT REGISTERED;
62895613229847;20260624;0;4G;1;NOT REGISTERED;
62895613229848;20260624;0;4G;1;NOT REGISTERED;
62895613229849;20260624;0;4G;1;NOT REGISTERED;
62895613229850;20260624;0;4G;1;NOT REGISTERED;
62895613229852;20260624;0;4G;1;NOT REGISTERED;
62895613229854;20260624;0;4G;1;NOT REGISTERED;
62895613229855;20260624;0;4G;1;NOT REGISTERED;
62895613229856;20260624;0;4G;1;NOT REGISTERED;
62895613229857;20260624;0;4G;1;NOT REGISTERED;
62895613229858;20260624;0;4G;1;NOT REGISTERED;
62895613229859;20260624;0;4G;1;NOT REGISTERED;
62895613229860;20260624;0;4G;1;NOT REGISTERED;
62895613229861;20260624;0;4G;1;NOT REGISTERED;
62895613229862;20260624;0;4G;1;NOT REGISTERED;
62895613229863;20260624;0;4G;1;NOT REGISTERED;
62895613229864;20260624;0;4G;1;NOT REGISTERED;
62895613229949;20260624;0;4G;1;NOT REGISTERED;
62895613229972;20260624;0;4G;1;NOT REGISTERED;
62895613236461;20260624;0;4G;1;NOT REGISTERED;
62895613236468;20260624;0;4G;1;NOT REGISTERED;
62895613236483;20260624;0;4G;1;NOT REGISTERED;
62895613236484;20260624;0;4G;1;NOT REGISTERED;
62895613236487;20260624;0;4G;1;NOT REGISTERED;
62895613236488;20260624;0;4G;1;NOT REGISTERED;
62895613236489;20260624;0;4G;1;NOT REGISTERED;
62895613236490;20260624;0;4G;1;NOT REGISTERED;
62895613236612;20260624;0;4G;1;NOT REGISTERED;
62895613238057;20260624;0;4G;1;NOT REGISTERED;
62895613238117;20260624;0;4G;1;NOT REGISTERED;
62895613238118;20260624;0;4G;1;NOT REGISTERED;
62895613238119;20260624;0;4G;1;NOT REGISTERED;
62895613238120;20260624;0;4G;1;NOT REGISTERED;
62895613238145;20260624;0;4G;1;NOT REGISTERED;
62895613238216;20260624;0;4G;1;NOT REGISTERED;
62895613242193;20260624;0;4G;1;NOT REGISTERED;
62895613242195;20260624;0;4G;1;NOT REGISTERED;
62895613242236;20260624;0;4G;1;NOT REGISTERED;
62895613242402;20260624;0;4G;1;NOT REGISTERED;
62895613242403;20260624;0;4G;1;NOT REGISTERED;
62895613242404;20260624;0;4G;1;NOT REGISTERED;
62895613242405;20260624;0;4G;1;NOT REGISTERED;
62895613242406;20260624;0;4G;1;NOT REGISTERED;
62895613242413;20260624;0;4G;1;NOT REGISTERED;
62895613242442;20260624;0;4G;1;NOT REGISTERED;
62895613242443;20260624;0;4G;1;NOT REGISTERED;
62895613242445;20260624;0;4G;1;NOT REGISTERED;
62895613242446;20260624;0;4G;1;NOT REGISTERED;
62895613242447;20260624;0;4G;1;NOT REGISTERED;
62895613242448;20260624;0;4G;1;NOT REGISTERED;
62895613242449;20260624;0;4G;1;NOT REGISTERED;
62895613242528;20260624;0;4G;1;NOT REGISTERED;
62895613242532;20260624;0;4G;1;NOT REGISTERED;
62895613242534;20260624;0;4G;1;NOT REGISTERED;
62895613242535;20260624;0;4G;1;NOT REGISTERED;
62895613242536;20260624;0;4G;1;NOT REGISTERED;
62895613242701;20260624;0;4G;1;NOT REGISTERED;
62895613242702;20260624;0;4G;1;NOT REGISTERED;
62895613242703;20260624;0;4G;1;NOT REGISTERED;
62895613242704;20260624;0;4G;1;NOT REGISTERED;
62895613242706;20260624;0;4G;1;NOT REGISTERED;
62895613245049;20260624;0;4G;1;NOT REGISTERED;
62895613247188;20260624;0;4G;1;NOT REGISTERED;
62895613247189;20260624;0;4G;1;NOT REGISTERED;
62895613247190;20260624;0;4G;1;NOT REGISTERED;
62895613247191;20260624;0;4G;1;NOT REGISTERED;
62895613247192;20260624;0;4G;1;NOT REGISTERED;
62895613247193;20260624;0;4G;1;NOT REGISTERED;
62895613247194;20260624;0;4G;1;NOT REGISTERED;
62895613247210;20260624;0;4G;1;NOT REGISTERED;
62895613247211;20260624;0;4G;1;NOT REGISTERED;
62895613247333;20260624;0;4G;1;NOT REGISTERED;
62895613247334;20260624;0;4G;1;NOT REGISTERED;
62895613247335;20260624;0;4G;1;NOT REGISTERED;
62895613247336;20260624;0;4G;1;NOT REGISTERED;
62895613247337;20260624;0;4G;1;NOT REGISTERED;
62895613247339;20260624;0;4G;1;NOT REGISTERED;
62895613247340;20260624;0;4G;1;NOT REGISTERED;
62895613247341;20260624;0;4G;1;NOT REGISTERED;
62895613247342;20260624;0;4G;1;NOT REGISTERED;
62895613247370;20260624;0;4G;1;NOT REGISTERED;
62895613247371;20260624;0;4G;1;NOT REGISTERED;
62895613247374;20260624;0;4G;1;NOT REGISTERED;
62895613247410;20260624;0;4G;1;NOT REGISTERED;
62895613247411;20260624;0;4G;1;NOT REGISTERED;
62895613247454;20260624;0;4G;1;NOT REGISTERED;
62895613247472;20260624;0;4G;1;NOT REGISTERED;
62895613247555;20260624;0;4G;1;NOT REGISTERED;
62895613247559;20260624;0;4G;1;NOT REGISTERED;
62895613247560;20260624;0;4G;1;NOT REGISTERED;
62895613247564;20260624;0;4G;1;NOT REGISTERED;
62895613247570;20260624;0;4G;1;NOT REGISTERED;
62895613247572;20260624;0;4G;1;NOT REGISTERED;
62895613247574;20260624;0;4G;1;NOT REGISTERED;
62895613247576;20260624;0;4G;1;NOT REGISTERED;
62895613247577;20260624;0;4G;1;NOT REGISTERED;
62895613247578;20260624;0;4G;1;NOT REGISTERED;
62895613247581;20260624;0;4G;1;NOT REGISTERED;
62895613247584;20260624;0;4G;1;NOT REGISTERED;
62895613247591;20260624;0;4G;1;NOT REGISTERED;
62895613247592;20260624;0;4G;1;NOT REGISTERED;
62895613247593;20260624;0;4G;1;NOT REGISTERED;
62895613247598;20260624;0;4G;1;NOT REGISTERED;
62895613247603;20260624;0;4G;1;NOT REGISTERED;
62895613247604;20260624;0;4G;1;NOT REGISTERED;
62895613272001;20260624;0;4G;1;NOT REGISTERED;
62895613272003;20260624;0;4G;1;NOT REGISTERED;
62895613272008;20260624;0;4G;1;NOT REGISTERED;
62895613272011;20260624;0;4G;1;NOT REGISTERED;
62895613272159;20260624;0;4G;1;NOT REGISTERED;
62895613274317;20260624;0;4G;1;NOT REGISTERED;
62895613278581;20260624;0;4G;1;NOT REGISTERED;
62895613278586;20260624;0;4G;1;NOT REGISTERED;
62895613278608;20260624;0;4G;1;NOT REGISTERED;
62895613278615;20260624;0;4G;1;NOT REGISTERED;
62895613278619;20260624;0;4G;1;NOT REGISTERED;
62895613278621;20260624;0;4G;1;NOT REGISTERED;
62895613278628;20260624;0;4G;1;NOT REGISTERED;
62895613278632;20260624;0;4G;1;NOT REGISTERED;
62895613278670;20260624;0;4G;1;NOT REGISTERED;
62895613278711;20260624;0;4G;1;NOT REGISTERED;
62895613278742;20260624;0;4G;1;NOT REGISTERED;
62895613278821;20260624;0;4G;1;NOT REGISTERED;
62895613278830;20260624;0;4G;1;NOT REGISTERED;
62895613278832;20260624;0;4G;1;NOT REGISTERED;
62895613278845;20260624;0;4G;1;NOT REGISTERED;
62895613278946;20260624;0;4G;1;NOT REGISTERED;
62895613278962;20260624;0;4G;1;NOT REGISTERED;
62895613278964;20260624;0;4G;1;NOT REGISTERED;
62895613278965;20260624;0;4G;1;NOT REGISTERED;
62895613278967;20260624;0;4G;1;NOT REGISTERED;
62895613278987;20260624;0;4G;1;NOT REGISTERED;
62895613278990;20260624;0;4G;1;NOT REGISTERED;
62895613278991;20260624;0;4G;1;NOT REGISTERED;
62895613279039;20260624;0;4G;1;NOT REGISTERED;
62895613321804;20260624;0;4G;1;NOT REGISTERED;
62895613322055;20260624;0;4G;1;NOT REGISTERED;
62895613322088;20260624;0;4G;1;NOT REGISTERED;
62895613322204;20260624;0;4G;1;NOT REGISTERED;
62895613322205;20260624;0;4G;1;NOT REGISTERED;
62895613322206;20260624;0;4G;1;NOT REGISTERED;
62895613322207;20260624;0;4G;1;NOT REGISTERED;
62895613323022;20260624;0;4G;1;NOT REGISTERED;
62895613323276;20260624;0;4G;1;NOT REGISTERED;
62895613325093;20260624;0;4G;1;NOT REGISTERED;
62895613325172;20260624;0;4G;1;NOT REGISTERED;
62895613325205;20260624;0;4G;1;NOT REGISTERED;
62895613325257;20260624;0;4G;1;NOT REGISTERED;
62895613325261;20260624;0;4G;1;NOT REGISTERED;
62895613325262;20260624;0;4G;1;NOT REGISTERED;
62895613325419;20260624;0;4G;1;NOT REGISTERED;
62895613325435;20260624;0;4G;1;NOT REGISTERED;
62895613325436;20260624;0;4G;1;NOT REGISTERED;
62895613325448;20260624;0;4G;1;NOT REGISTERED;
62895613325449;20260624;0;4G;1;NOT REGISTERED;
62895613325450;20260624;0;4G;1;NOT REGISTERED;
62895613325451;20260624;0;4G;1;NOT REGISTERED;
62895613325465;20260624;0;4G;1;NOT REGISTERED;
62895613325466;20260624;0;4G;1;NOT REGISTERED;
62895613325467;20260624;0;4G;1;NOT REGISTERED;
62895613325474;20260624;0;4G;1;NOT REGISTERED;
62895613325476;20260624;0;4G;1;NOT REGISTERED;
62895613325477;20260624;0;4G;1;NOT REGISTERED;
62895613325479;20260624;0;4G;1;NOT REGISTERED;
62895613325525;20260624;0;4G;1;NOT REGISTERED;
62895613325526;20260624;0;4G;1;NOT REGISTERED;
62895613325537;20260624;0;4G;1;NOT REGISTERED;
62895613325581;20260624;0;4G;1;NOT REGISTERED;
62895613325641;20260624;0;4G;1;NOT REGISTERED;
62895613325642;20260624;0;4G;1;NOT REGISTERED;
62895613325643;20260624;0;4G;1;NOT REGISTERED;
62895613325667;20260624;0;4G;1;NOT REGISTERED;
62895613325726;20260624;0;4G;1;NOT REGISTERED;
62895613325793;20260624;0;4G;1;NOT REGISTERED;
62895613325794;20260624;0;4G;1;NOT REGISTERED;
62895613325797;20260624;0;4G;1;NOT REGISTERED;
62895613325831;20260624;0;4G;1;NOT REGISTERED;
62895613325832;20260624;0;4G;1;NOT REGISTERED;
62895613325833;20260624;0;4G;1;NOT REGISTERED;
62895613325894;20260624;0;4G;1;NOT REGISTERED;
62895613325896;20260624;0;4G;1;NOT REGISTERED;
62895613326203;20260624;0;4G;1;NOT REGISTERED;
62895613326478;20260624;0;4G;1;NOT REGISTERED;
62895613326658;20260624;0;4G;1;NOT REGISTERED;
62895613326659;20260624;0;4G;1;NOT REGISTERED;
62895613326660;20260624;0;4G;1;NOT REGISTERED;
62895613326663;20260624;0;4G;1;NOT REGISTERED;
62895613326664;20260624;0;4G;1;NOT REGISTERED;
62895613326665;20260624;0;4G;1;NOT REGISTERED;
62895613326667;20260624;0;4G;1;NOT REGISTERED;
62895613326668;20260624;0;4G;1;NOT REGISTERED;
62895613326669;20260624;0;4G;1;NOT REGISTERED;
62895613326742;20260624;0;4G;1;NOT REGISTERED;
62895613326915;20260624;0;4G;1;NOT REGISTERED;
62895620044952;20260624;0;4G;1;NOT REGISTERED;
62895620045067;20260624;0;4G;1;NOT REGISTERED;
62895639278796;20260624;0;4G;1;NOT REGISTERED;
6285711022185;20260613;0;4G;1;NOT REGISTERED;
6285711040113;20260624;0;4G;1;NOT REGISTERED;
6285711057738;20260624;0;4G;1;NOT REGISTERED;
6285711644609;20260608;469404;4G;1;REGISTERED;
6285711960217;20260605;17605487;4G;1;REGISTERED;
6285711961400;20260611;AEJAVABN031;4G;1;REGISTERED;
6285711961464;20260604;17596257;4G;1;REGISTERED;
6285716159387;20260615;17806668;5G;5;REGISTERED;
6285716169589;20260610;0;5G;5;NOT REGISTERED;
6285716178708;20260613;0;4G;1;NOT REGISTERED;
6285716178742;20260622;17674055;4G;1;REGISTERED;
6285716178744;20260622;0;4G;1;NOT REGISTERED;
6285716178749;20260623;17674055;4G;1;REGISTERED;
6285716178905;20260619;17180320;4G;1;REGISTERED;
6285716178911;20260612;17817618;4G;1;REGISTERED;
6285716179026;20260615;458793;4G;1;REGISTERED;
6285716179028;20260619;458793;4G;1;REGISTERED;
6285716179029;20260622;0;4G;1;NOT REGISTERED;
6285716179463;20260623;17702001;4G;1;REGISTERED;
6285716179470;20260623;17702001;4G;1;REGISTERED;
6285716179608;20260615;0;4G;1;NOT REGISTERED;
6285716179611;20260613;0;4G;1;NOT REGISTERED;
6285716179612;20260614;0;4G;1;NOT REGISTERED;
6285716179616;20260613;0;4G;1;NOT REGISTERED;
6285716179617;20260609;0;4G;1;NOT REGISTERED;
6285716182822;20260604;17590980;4G;1;REGISTERED;
6285716182826;20260611;17520593;4G;1;REGISTERED;
6285716182835;20260616;17590980;4G;1;REGISTERED;
6285716182859;20260617;17590980;4G;1;REGISTERED;
6285716182860;20260605;17592101;4G;1;REGISTERED;
6285716183029;20260603;0;4G;1;NOT REGISTERED;
6285716183040;20260609;0;4G;1;NOT REGISTERED;
6285717844659;20260609;0;4G;1;NOT REGISTERED;
6285864260231;20260624;0;4G;1;NOT REGISTERED;
6285864260254;20260624;0;4G;1;NOT REGISTERED;
6285864260256;20260624;0;4G;1;NOT REGISTERED;
6285864260316;20260624;0;4G;1;NOT REGISTERED;
6285864277064;20260624;0;4G;1;NOT REGISTERED;
6285864277306;20260624;0;4G;1;NOT REGISTERED;
6285864277308;20260624;0;4G;1;NOT REGISTERED;
6285864277334;20260624;0;4G;1;NOT REGISTERED;
6285864277351;20260623;17587540;4G;1;REGISTERED;
6285864277441;20260623;17587540;4G;1;REGISTERED;
6285864277460;20260623;17719423;4G;1;REGISTERED;
6285864277515;20260623;17719423;4G;1;REGISTERED;
6285871040684;20260603;0;4G;1;NOT REGISTERED;
6285871040686;20260603;0;4G;1;NOT REGISTERED;
6285871040687;20260603;0;4G;1;NOT REGISTERED;
6285871040689;20260603;0;4G;1;NOT REGISTERED;
6285871040690;20260603;0;4G;1;NOT REGISTERED;
6285871040691;20260603;0;4G;1;NOT REGISTERED;
6285871040703;20260608;17615034;4G;1;REGISTERED;
6285871040712;20260619;0;4G;1;NOT REGISTERED;
6285871040717;20260619;0;4G;1;NOT REGISTERED;
6285871040751;20260623;0;4G;1;NOT REGISTERED;
6285871045509;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045510;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045512;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045513;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045514;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045515;20260618;AEJAVABN031;4G;1;REGISTERED;
6285871045517;20260618;AEJAVABN031;4G;1;REGISTERED;
6285871045519;20260618;AEJAVABN031;4G;1;REGISTERED;
6285871045520;20260618;AEJAVABN031;4G;1;REGISTERED;
6285871045521;20260618;AEJAVABN031;4G;1;REGISTERED;
6285871045523;20260616;AEJAVABN031;4G;1;REGISTERED;
6285871045524;20260616;AEJAVABN031;4G;1;REGISTERED;
6285871045525;20260616;AEJAVABN031;4G;1;REGISTERED;
6285871045526;20260616;AEJAVABN031;4G;1;REGISTERED;
6285871045527;20260616;AEJAVABN031;4G;1;REGISTERED;
6285871045529;20260620;17605487;4G;1;REGISTERED;
6285871045531;20260617;AEBNJAVA0006;4G;1;REGISTERED;
6285871045534;20260617;AEBNJAVA0006;4G;1;REGISTERED;
6285871045540;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045541;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045542;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045547;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045548;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045549;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045560;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045561;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045562;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045563;20260622;AEJAVABN032;4G;1;REGISTERED;
6285871045565;20260622;AEBNJAVA0006;4G;1;REGISTERED;
6285871045568;20260622;AEBNJAVA0006;4G;1;REGISTERED;
6285871045569;20260622;AEBNJAVA0006;4G;1;REGISTERED;
6285871045570;20260622;AEBNJAVA0006;4G;1;REGISTERED;
6285871045571;20260622;AEBNJAVA0006;4G;1;REGISTERED;
6285871045572;20260618;AEBNJAVA0006;4G;1;REGISTERED;
6285871045573;20260618;AEBNJAVA0006;4G;1;REGISTERED;
